"TIME";"DSC_ERROR_LEVEL";"MESSAGE";"DETAILS_ERROR";"DSC_ERROR_TYPE";"GUID_PROCESS_EXECUTION";"GUID_PROCESS_ERROR"
"05/09/2014, 13:17:07:202";"Trace";"Set default parameter: pipeline_id; with value: ADA2D73F31084922979D751312199BD9";"";"Technical";"ADA2D73F31084922979D751312199BD9";"C854264CC3F34215A84FA39D00FBE4B8"
"05/09/2014, 13:17:07:229";"Trace";"Set default parameter: tid; with value: 954321";"";"Technical";"ADA2D73F31084922979D751312199BD9";"1F3FEA0749564CF4B708A39D00FBE4C2"
"05/09/2014, 13:17:07:245";"Trace";"Set default parameter: side; with value: Platform";"";"Technical";"ADA2D73F31084922979D751312199BD9";"4E34B2878C3C4CF59063A39D00FBE4C6"
"05/09/2014, 13:17:07:252";"Trace";"Set default parameter: file_id; with value: 8F442230CBF3481A8D993D244DA5B3B6";"";"Technical";"ADA2D73F31084922979D751312199BD9";"FB2A9159D1E04610B2C3A39D00FBE4C6"
"05/09/2014, 13:17:07:259";"Trace";"Set default parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905";"";"Technical";"ADA2D73F31084922979D751312199BD9";"84A03CD6764342DB9B73A39D00FBE4CB"
"05/09/2014, 13:17:07:267";"Trace";"Set default parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf";"";"Technical";"ADA2D73F31084922979D751312199BD9";"91B2F0040F864991BEF5A39D00FBE4CB"
"05/09/2014, 13:17:07:276";"Trace";"Set default parameter: file_type_id; with value: SLP";"";"Technical";"ADA2D73F31084922979D751312199BD9";"DB847C8D6F1F489CBA0FA39D00FBE4D0"
"05/09/2014, 13:17:07:290";"Trace";"Set default parameter: container_type_id; with value: FILE";"";"Technical";"ADA2D73F31084922979D751312199BD9";"DCE67C96A95C4273A584A39D00FBE4D5"
"05/09/2014, 13:17:07:303";"Trace";"Set default parameter: transmission_mode; with value: 1";"";"Technical";"ADA2D73F31084922979D751312199BD9";"706FA1A260D24AB0A799A39D00FBE4D9"
"05/09/2014, 13:17:07:321";"Trace";"Overriding parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905";"";"Technical";"ADA2D73F31084922979D751312199BD9";"30D5D9E55A964E798B93A39D00FBE4DE"
"05/09/2014, 13:17:07:331";"Trace";"Set parameter: requested_date; with value: 05/09/2014 15:17:07";"";"Technical";"ADA2D73F31084922979D751312199BD9";"0D8B4318059F476889F1A39D00FBE4DE"
"05/09/2014, 13:17:07:338";"Trace";"Set parameter: att_status; with value: 10";"";"Technical";"ADA2D73F31084922979D751312199BD9";"BECC7697A693439AA499A39D00FBE4E3"
"05/09/2014, 13:17:07:359";"Trace";"Set parameter: file_sequence; with value: 00";"";"Technical";"ADA2D73F31084922979D751312199BD9";"5AB213DFE87849E1BA9DA39D00FBE4E7"
"05/09/2014, 13:17:07:368";"Trace";"Set parameter: flow_dir; with value: O";"";"Technical";"ADA2D73F31084922979D751312199BD9";"F95DC23D19B349D7934EA39D00FBE4EC"
"05/09/2014, 13:17:07:382";"Trace";"Set parameter: pid; with value: 954321";"";"Technical";"ADA2D73F31084922979D751312199BD9";"19D3E6C2FFFB421C98A1A39D00FBE4F1"
"05/09/2014, 13:17:07:402";"Trace";"Set parameter: lid; with value: LIDA";"";"Technical";"ADA2D73F31084922979D751312199BD9";"0D87C02374B44ED8942DA39D00FBE4F5"
"05/09/2014, 13:17:07:419";"Trace";"Set parameter: inserted_user_id; with value: SHUTTLE";"";"Technical";"ADA2D73F31084922979D751312199BD9";"E7186D36C31E4CD3AEECA39D00FBE4FA"
"05/09/2014, 13:17:07:436";"Trace";"Set parameter: period; with value: 201402";"";"Technical";"ADA2D73F31084922979D751312199BD9";"CB780C851B8646DF8E85A39D00FBE4FF"
"05/09/2014, 13:17:07:454";"Trace";"Set parameter: inserted_date; with value: 05/09/2014 15:17:07";"";"Technical";"ADA2D73F31084922979D751312199BD9";"6273A8582B3F48C798C6A39D00FBE503"
"05/09/2014, 13:17:07:462";"Trace";"Set parameter: local_file_name; with value: CONSEJEROS-DIRECCIαααN";"";"Technical";"ADA2D73F31084922979D751312199BD9";"F2060A2F76AD48A8A5CDA39D00FBE508"
"05/09/2014, 13:17:07:481";"Trace";"Set parameter: file_type; with value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"A8FC30F0E9D04705B097A39D00FBE50D"
"05/09/2014, 13:17:07:499";"Trace";"Resolving parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"AB079DA6227F4A5596E7A39D00FBE511"
"05/09/2014, 13:17:07:507";"Trace";"Resolving parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"20206C10E2B641039471A39D00FBE516"
"05/09/2014, 13:17:07:508";"Trace";"Resolving parameter: file_type_id; with value: SLP;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"C97B0CF1F950467E961AA39D00FBE516"
"05/09/2014, 13:17:07:524";"Trace";"Get execution parameter: request_id; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"5CD398AF4CD942A4B4D1A39D00FBE51B"
"05/09/2014, 13:17:07:530";"Trace";"Get execution parameter: receive_file_path; Value: \\ind021\Webbyfiles\folders\954321\OUTPUT";"";"Technical";"ADA2D73F31084922979D751312199BD9";"63BF44803E09411DB39FA39D00FBE51B"
"05/09/2014, 13:17:07:540";"Trace";"Resolving execution parameter: receive_file_path; with value: \\ind021\Webbyfiles\folders\954321\OUTPUT;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"887A0230D31541A680C6A39D00FBE520"
"05/09/2014, 13:17:07:548";"Trace";"Resolving parameter: att_status; with value: 10;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"7D90D469CBE54240B190A39D00FBE520"
"05/09/2014, 13:17:07:558";"Trace";"Resolving parameter: requested_date; with value: 05/09/2014 15:17:07;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"80D90BDEBC4C4589A66EA39D00FBE524"
"05/09/2014, 13:17:07:566";"Trace";"Resolving parameter: flow_dir; with value: O;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"D4F96DA245E24B409358A39D00FBE524"
"05/09/2014, 13:17:07:575";"Trace";"Get execution parameter: cuid; Value: 017977";"";"Technical";"ADA2D73F31084922979D751312199BD9";"78AB8D353FA84C7BB792A39D00FBE529"
"05/09/2014, 13:17:07:590";"Trace";"Get execution parameter: cuid; Value: 017977";"";"Technical";"ADA2D73F31084922979D751312199BD9";"3AE0DE29FF2043C38591A39D00FBE52E"
"05/09/2014, 13:17:07:605";"Trace";"Resolving execution parameter: cuid; with value: 017977;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"9E799F04F0D0429BA47CA39D00FBE532"
"05/09/2014, 13:17:07:618";"Trace";"Get execution parameter: cid; Value: 010675";"";"Technical";"ADA2D73F31084922979D751312199BD9";"74E03EAA44B14682B2A3A39D00FBE537"
"05/09/2014, 13:17:07:630";"Trace";"Get execution parameter: cid; Value: 010675";"";"Technical";"ADA2D73F31084922979D751312199BD9";"8C8B758482F644CEB891A39D00FBE537"
"05/09/2014, 13:17:07:639";"Trace";"Resolving execution parameter: cid; with value: 010675;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"5B28D704C45F4416BB9CA39D00FBE53C"
"05/09/2014, 13:17:07:648";"Trace";"Resolving parameter: pid; with value: 954321;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"69472A63C8BE4FFD802EA39D00FBE540"
"05/09/2014, 13:17:07:652";"Trace";"Resolving parameter: lid; with value: LIDA;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"24F75C67DBFE43AAA8F6A39D00FBE540"
"05/09/2014, 13:17:07:661";"Trace";"Resolving parameter: period; with value: 201402;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"6BCC63A522E94FAC93C2A39D00FBE540"
"05/09/2014, 13:17:07:672";"Trace";"Resolving parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"ECB15A8428514EA19D9DA39D00FBE545"
"05/09/2014, 13:17:07:690";"Trace";"Resolving parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"AA1CF0F95E7D4B878D9DA39D00FBE54A"
"05/09/2014, 13:17:07:703";"Trace";"Resolving parameter: file_type_id; with value: SLP;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"355077CC698D4C599852A39D00FBE54E"
"05/09/2014, 13:17:07:714";"Trace";"Get execution parameter: file_url; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"14D6904DA0F344D1A26AA39D00FBE553"
"05/09/2014, 13:17:07:725";"Trace";"Get execution parameter: folder_id; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"C98799DD3A874AC9BE28A39D00FBE558"
"05/09/2014, 13:17:07:743";"Trace";"Resolving parameter: att_status; with value: 10;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"0E31BB92959F46C49681A39D00FBE55C"
"05/09/2014, 13:17:07:753";"Trace";"Get execution parameter: updated_user_id; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"3355E9330A304E778F6BA39D00FBE55C"
"05/09/2014, 13:17:07:763";"Trace";"Get execution parameter: updated_date; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"EDAECA4C91FB45D8B821A39D00FBE561"
"05/09/2014, 13:17:07:764";"Trace";"Resolving parameter: inserted_user_id; with value: SHUTTLE;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"A9D2C27FEA7F4645BEEDA39D00FBE561"
"05/09/2014, 13:17:07:781";"Trace";"Resolving parameter: inserted_date; with value: 05/09/2014 15:17:07;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"30834EE0C90643DDBD8BA39D00FBE566"
"05/09/2014, 13:17:07:786";"Trace";"Resolving parameter: transmission_mode; with value: 1;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"E6F5ABA520D64FC394B1A39D00FBE566"
"05/09/2014, 13:17:07:797";"Trace";"Get execution parameter: report_add; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"1B930765C4334017BC4FA39D00FBE56B"
"05/09/2014, 13:17:07:813";"Trace";"Get execution parameter: t_mode_crs; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"B4EE77EA9E124DCD84A4A39D00FBE56F"
"05/09/2014, 13:17:07:825";"Trace";"Get execution parameter: status_file; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"90493EE40B884BA6A998A39D00FBE574"
"05/09/2014, 13:17:07:836";"Trace";"Resolving parameter: file_id; with value: 8F442230CBF3481A8D993D244DA5B3B6;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"A96141D8B5FE4DB2956CA39D00FBE579"
"05/09/2014, 13:17:07:851";"Trace";"Get execution parameter: bpm_user; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"8400C2CE73C2439D9AD4A39D00FBE57D"
"05/09/2014, 13:17:07:861";"Trace";"Get execution parameter: published_date; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"6ED052FF4EA94243AB9EA39D00FBE57D"
"05/09/2014, 13:17:07:871";"Trace";"Resolving parameter: local_file_name; with value: CONSEJEROS-DIRECCIαααN;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"2E1F694E82B5438EBD7EA39D00FBE582"
"05/09/2014, 13:17:07:889";"Trace";"Get execution parameter: client_file_name; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"777F385F66ED45F28482A39D00FBE587"
"05/09/2014, 13:17:07:896";"Trace";"Get execution parameter: attached_date; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"7A236B35EA1545329CBBA39D00FBE587"
"05/09/2014, 13:17:07:910";"Trace";"Get execution parameter: receive_file_path; Value: \\ind021\Webbyfiles\folders\954321\OUTPUT";"";"Technical";"ADA2D73F31084922979D751312199BD9";"DA66EA5685E540508354A39D00FBE58B"
"05/09/2014, 13:17:07:932";"Trace";"Get execution parameter: receive_file_path; Value: \\ind021\Webbyfiles\folders\954321\OUTPUT";"";"Technical";"ADA2D73F31084922979D751312199BD9";"5C44808899BF4F78833CA39D00FBE595"
"05/09/2014, 13:17:07:943";"Trace";"Resolving execution parameter: receive_file_path; with value: \\ind021\Webbyfiles\folders\954321\OUTPUT;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"197BC2C17DBC401F9FFEA39D00FBE595"
"05/09/2014, 13:17:07:954";"Trace";"Get execution parameter: file_visibility; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"46CD86F197DC4586A971A39D00FBE599"
"05/09/2014, 13:17:07:962";"Trace";"Resolving parameter: file_sequence; with value: 00;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"8A2A7B7E9558440F990AA39D00FBE59E"
"05/09/2014, 13:17:07:966";"Trace";"Get execution parameter: parent; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"48F402AC6E014A8EB99AA39D00FBE59E"
"05/09/2014, 13:17:07:977";"Trace";"Get execution parameter: out_srf_file; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"32E94EB32133487C9D73A39D00FBE5A3"
"05/09/2014, 13:17:08:037";"Trace";"Set execution parameter: request_id; Value: 297921";"";"Technical";"ADA2D73F31084922979D751312199BD9";"098A5FC6E50C4E5997C3A39D00FBE5B6"
"05/09/2014, 13:17:08:044";"Trace";"Resolving parameter: file_id; with value: 8F442230CBF3481A8D993D244DA5B3B6;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"7FC750BE7C744B06A8ACA39D00FBE5B6"
"05/09/2014, 13:17:08:057";"Info";"End step 4 execution successfully";"";"Technical";"ADA2D73F31084922979D751312199BD9";"365118E20FE54F10B5B7A39D00FBE5BA"
"05/09/2014, 13:17:08:076";"Info";">> Begin execution step: 175EC31F81E54CEAB9B9A39D00FBE281; with order: 5";"";"Technical";"ADA2D73F31084922979D751312199BD9";"84BBE41C1F27442D9E46A39D00FBE5BF"
"05/09/2014, 13:17:08:085";"Debug";"Command: A589529B755844598885DF716C6995D1; Name: Manage errors based on active flags";"";"Technical";"ADA2D73F31084922979D751312199BD9";"F8794867186C42C190E5A39D00FBE5C4"
"05/09/2014, 13:17:08:094";"Debug";"Registering parameters for step 175EC31F81E54CEAB9B9A39D00FBE281";"";"Technical";"ADA2D73F31084922979D751312199BD9";"E9240ACDEF00424E87F6A39D00FBE5C4"
"05/09/2014, 13:17:08:095";"Trace";"Set default parameter: pipeline_id; with value: ADA2D73F31084922979D751312199BD9";"";"Technical";"ADA2D73F31084922979D751312199BD9";"B05AD5B36F1642B88BF0A39D00FBE5C4"
"05/09/2014, 13:17:08:096";"Trace";"Set default parameter: tid; with value: 954321";"";"Technical";"ADA2D73F31084922979D751312199BD9";"DA24E822B29E46A89BE0A39D00FBE5C4"
"05/09/2014, 13:17:08:104";"Trace";"Set default parameter: side; with value: Platform";"";"Technical";"ADA2D73F31084922979D751312199BD9";"21DC88693EE746D899ADA39D00FBE5C8"
"05/09/2014, 13:17:08:110";"Trace";"Set default parameter: file_id; with value: 8F442230CBF3481A8D993D244DA5B3B6";"";"Technical";"ADA2D73F31084922979D751312199BD9";"814CF0D1AC1E47BDB906A39D00FBE5C8"
"05/09/2014, 13:17:08:117";"Trace";"Set default parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905";"";"Technical";"ADA2D73F31084922979D751312199BD9";"91122574BF634D87960FA39D00FBE5CD"
"05/09/2014, 13:17:08:126";"Trace";"Set default parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf";"";"Technical";"ADA2D73F31084922979D751312199BD9";"5D4248891236424ABC91A39D00FBE5CD"
"05/09/2014, 13:17:08:139";"Trace";"Set default parameter: file_type_id; with value: SLP";"";"Technical";"ADA2D73F31084922979D751312199BD9";"2D9D10C4F5C54251A51CA39D00FBE5D2"
"05/09/2014, 13:17:08:144";"Trace";"Set default parameter: container_type_id; with value: FILE";"";"Technical";"ADA2D73F31084922979D751312199BD9";"CD81909C18F9483D842AA39D00FBE5D2"
"05/09/2014, 13:17:08:152";"Trace";"Set default parameter: transmission_mode; with value: 1";"";"Technical";"ADA2D73F31084922979D751312199BD9";"7AD7EBCD726B45A49FFEA39D00FBE5D6"
"05/09/2014, 13:17:08:163";"Trace";"Resolving parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"711C4E9B97DA4E229251A39D00FBE5DB"
"05/09/2014, 13:17:08:164";"Trace";"Resolving parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"D2640964C9FC434B8A78A39D00FBE5DB"
"05/09/2014, 13:17:08:178";"Trace";"Resolving parameter: file_type_id; with value: SLP;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"4CF98B8389B44167B5C1A39D00FBE5E0"
"05/09/2014, 13:17:08:206";"Trace";"Resolving parameter: reports_folder; with value: \\ind021\Reports;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"F3A43691C30E4FF99F84A39D00FBE5E4"
"05/09/2014, 13:17:08:232";"Trace";"Get execution parameter: naming_convention_error; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"7E4DD30058A94F6B9474A39D00FBE5EE"
"05/09/2014, 13:17:08:255";"Trace";"Get execution parameter: stop_on_manage_errors; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"46D4424958084C10B399A39D00FBE5F2"
"05/09/2014, 13:17:08:277";"Trace";"Get execution parameter: bpm_web_service_error; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"C70925E851C54C228F60A39D00FBE5FC"
"05/09/2014, 13:17:08:286";"Info";"End step 5 execution successfully";"";"Technical";"ADA2D73F31084922979D751312199BD9";"5F0173076CB84100B284A39D00FBE5FC"
"05/09/2014, 13:17:08:303";"Info";">> Begin execution step: 651DC97F3AFE4DFD8EC3A39D00FBE281; with order: 6";"";"Technical";"ADA2D73F31084922979D751312199BD9";"832203DF5C874B6D8DC8A39D00FBE605"
"05/09/2014, 13:17:08:304";"Debug";"Command: 2AFCE3F666FE461EA80FBF8E4010E2FC; Name: Perform a BPM web service call";"";"Technical";"ADA2D73F31084922979D751312199BD9";"C21FE3A674C546F99547A39D00FBE605"
"05/09/2014, 13:17:08:315";"Debug";"Registering parameters for step 651DC97F3AFE4DFD8EC3A39D00FBE281";"";"Technical";"ADA2D73F31084922979D751312199BD9";"9960943675B34E5DA61FA39D00FBE605"
"05/09/2014, 13:17:08:328";"Trace";"Set default parameter: pipeline_id; with value: ADA2D73F31084922979D751312199BD9";"";"Technical";"ADA2D73F31084922979D751312199BD9";"BF0D836DA2194E6B9578A39D00FBE60A"
"05/09/2014, 13:17:08:334";"Trace";"Set default parameter: tid; with value: 954321";"";"Technical";"ADA2D73F31084922979D751312199BD9";"1F5CA5F82A0F45F89B7BA39D00FBE60F"
"05/09/2014, 13:17:08:350";"Trace";"Set default parameter: side; with value: Platform";"";"Technical";"ADA2D73F31084922979D751312199BD9";"CB03D94D6ACD479AA9B0A39D00FBE613"
"05/09/2014, 13:17:08:367";"Trace";"Set default parameter: file_id; with value: 8F442230CBF3481A8D993D244DA5B3B6";"";"Technical";"ADA2D73F31084922979D751312199BD9";"564E8075740541889424A39D00FBE618"
"05/09/2014, 13:17:08:376";"Trace";"Set default parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905";"";"Technical";"ADA2D73F31084922979D751312199BD9";"9DF3F1131D2242718DF0A39D00FBE618"
"05/09/2014, 13:17:08:392";"Trace";"Set default parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf";"";"Technical";"ADA2D73F31084922979D751312199BD9";"5271F7B1900042CA8C73A39D00FBE61D"
"05/09/2014, 13:17:08:402";"Trace";"Set default parameter: file_type_id; with value: SLP";"";"Technical";"ADA2D73F31084922979D751312199BD9";"77888C12EF4A4742AACDA39D00FBE621"
"05/09/2014, 13:17:08:413";"Trace";"Set default parameter: container_type_id; with value: FILE";"";"Technical";"ADA2D73F31084922979D751312199BD9";"6993E4DBE75C477FAD07A39D00FBE626"
"05/09/2014, 13:17:08:422";"Trace";"Set default parameter: transmission_mode; with value: 1";"";"Technical";"ADA2D73F31084922979D751312199BD9";"FE66D101D98B46E482E7A39D00FBE626"
"05/09/2014, 13:17:08:452";"Trace";"Resolving parameter: bpm_ws_address; with value: http://ind020/stream2.0/201011/ShuttleDashboard.svc/File/{0}/Register;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"4095E4E024794C42A885A39D00FBE62F"
"05/09/2014, 13:17:08:490";"Trace";"Set parameter: bpm_ws_address; with value: http://ind020/stream2.0/201011/ShuttleDashboard.svc/File/{0}/Register";"";"Technical";"ADA2D73F31084922979D751312199BD9";"446DED4C2BDD4B1C8C5FA39D00FBE63D"
"05/09/2014, 13:17:08:515";"Trace";"Resolving parameter: bpm_ws_time_out; with value: 880000;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"DCBA068059094E40BEC4A39D00FBE642"
"05/09/2014, 13:17:08:526";"Trace";"Set parameter: bpm_ws_time_out; with value: 880000";"";"Technical";"ADA2D73F31084922979D751312199BD9";"CF3BADAEDBDA40EDB82DA39D00FBE647"
"05/09/2014, 13:17:08:555";"Trace";"Resolving parameter: bpm_ws_method; with value: POST;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"FF603A71C7744CFB931BA39D00FBE650"
"05/09/2014, 13:17:08:566";"Trace";"Set parameter: bpm_ws_method; with value: POST";"";"Technical";"ADA2D73F31084922979D751312199BD9";"3227C7ABC8C541EC9864A39D00FBE650"
"05/09/2014, 13:17:08:577";"Trace";"Set parameter: bpm_ws_type; with value: 4";"";"Technical";"ADA2D73F31084922979D751312199BD9";"B846FCB247F449638B86A39D00FBE655"
"05/09/2014, 13:17:08:584";"Trace";"Resolving parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"E4AA0C9AC58B4C98BEDFA39D00FBE65A"
"05/09/2014, 13:17:08:592";"Trace";"Resolving parameter: file_path; with value: \\ind021\Webbyfiles\folders\954321\output\accepted\20140905;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"C78DC86D23CE49C0B774A39D00FBE65A"
"05/09/2014, 13:17:08:601";"Trace";"Resolving parameter: file_type_id; with value: SLP;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"09DCF14F2DA94658B43AA39D00FBE65E"
"05/09/2014, 13:17:08:610";"Trace";"Get execution parameter: cid; Value: 010675";"";"Technical";"ADA2D73F31084922979D751312199BD9";"478B1F918DBD48C085B7A39D00FBE65E"
"05/09/2014, 13:17:08:616";"Trace";"Resolving execution parameter: cid; with value: 010675;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"A021CA25C6544215AC0DA39D00FBE663"
"05/09/2014, 13:17:08:626";"Trace";"Resolving parameter: bpm_ws_address; with value: http://ind020/stream2.0/201011/ShuttleDashboard.svc/File/{0}/Register;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"D5DD98E1C46E4846850DA39D00FBE663"
"05/09/2014, 13:17:08:634";"Trace";"Resolving parameter: file_id; with value: 8F442230CBF3481A8D993D244DA5B3B6;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"8165DC8E4E8344FDB842A39D00FBE668"
"05/09/2014, 13:17:08:642";"Trace";"Resolving parameter: bpm_ws_method; with value: POST;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"06FE1F74D2434AF39112A39D00FBE668"
"05/09/2014, 13:17:08:932";"Trace";"HttpWebResponse";"Status code: 200 OK
Content-Length: 515
Cache-Control: private
Content-Type: application/xml; charset=utf-8
Date: Fri, 05 Sep 2014 13:17:08 GMT
Server: Microsoft-IIS/7.5
X-AspNet-Version: 2.0.50727

<ShuttleFile xmlns:i=""http://www.w3.org/2001/XMLSchema-instance""><Barcode>CONSEJEROS-DIRECCIαααN</Barcode><CID>010675</CID><CUID>017977</CUID><ErrorStatus>FileCorrect</ErrorStatus><FileType i:nil=""true"" xmlns:a=""http://schemas.datacontract.org/2004/07/ADP.ShuttleDashboard.Domain""/><Id>8F442230CBF3481A8D993D244DA5B3B6</Id><IsTestMode>P</IsTestMode><LID>LIDA</LID><PID>954321</PID><Period>201402</Period><Published i:nil=""true""/><Requested>2014-09-05T15:17:07</Requested><Status>NotTreated</Status></ShuttleFile>
";"Technical";"ADA2D73F31084922979D751312199BD9";"70DFE08116754F708E38A39D00FBE6C1"
"05/09/2014, 13:17:08:961";"Trace";"Set execution parameter: out_http_web_response; Value: OK";"";"Technical";"ADA2D73F31084922979D751312199BD9";"2C530CE2B13F4222ADB0A39D00FBE6CA"
"05/09/2014, 13:17:08:983";"Trace";"Set execution parameter: UHRA_CREATIONDATE; Value: 05/09/2014 15:17:08";"";"Technical";"ADA2D73F31084922979D751312199BD9";"E6BA726801234D358759A39D00FBE6CF"
"05/09/2014, 13:17:09:010";"Trace";"Set execution parameter: UHRA_CLIENTNAME; Value: Test linees";"";"Technical";"ADA2D73F31084922979D751312199BD9";"C400F5526FF645D787B3A39D00FBE6D8"
"05/09/2014, 13:17:09:017";"Trace";"Resolving parameter: side; with value: Platform;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"3D58351451D34EB8BF62A39D00FBE6D8"
"05/09/2014, 13:17:09:025";"Trace";"Resolving parameter: tid; with value: 954321;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"02FFAC68620644E490A8A39D00FBE6DD"
"05/09/2014, 13:17:09:077";"Trace";"Get execution parameter: UHRA_COMPLETENAME; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"E0A65EAC68CF4BB1A23CA39D00FBE6EB"
"05/09/2014, 13:17:09:095";"Trace";"Resolving parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"465F2A5ECA944484AAACA39D00FBE6F0"
"05/09/2014, 13:17:09:109";"Trace";"Resolving parameter: file_name; with value: P_SLP_LIDA_20140201_20140228_00_V2_0000_00000_FILE_NOE_CONSEJEROS-DIRECCIαααN_1.pdf;";"";"Technical";"ADA2D73F31084922979D751312199BD9";"1E40E8F9AEB64420A551A39D00FBE6F4"
"05/09/2014, 13:17:09:122";"Trace";"Get execution parameter: UHRA_LOCALFILENAME; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"CA22E138D60E424A8D08A39D00FBE6F9"
"05/09/2014, 13:17:09:136";"Trace";"Get execution parameter: cfnc_local_name; Value: ";"";"Technical";"ADA2D73F31084922979D751312199BD9";"348B733B6FBD4D579F26A39D00FBE6FE"
