"TIME";"DSC_ERROR_LEVEL";"MESSAGE";"DETAILS_ERROR";"DSC_ERROR_TYPE";"GUID_PROCESS_EXECUTION";"GUID_PROCESS_ERROR"
"09/10/2014, 15:55:20:560";"Trace";"Resolving parameter: file_id; with value: 9966B19FCCC64E108387BFD1C2876A4C;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"688AB2FFE4574BDC9A5AA3BF012759FF"
"09/10/2014, 15:55:20:590";"Trace";"Resolving parameter: file_name; with value: EP2_010295_20141009_155515_IE005802_A80200_0000SIF_00071_FILE_MainSIFSignOff.txt;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"EC579BC17A40406CAE3CA3BF01275A08"
"09/10/2014, 15:55:20:600";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{f243531d8b614cb9ac13fd3cc2cfcaeb};";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"301D48E585124AED9432A3BF01275A0D"
"09/10/2014, 15:55:20:612";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{f243531d8b614cb9ac13fd3cc2cfcaeb};";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"09109613ED3A48DF9284A3BF01275A12"
"09/10/2014, 15:55:20:621";"Trace";"Resolving parameter: file_id; with value: 9966B19FCCC64E108387BFD1C2876A4C;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"D8613ABF702F4DDBBBD3A3BF01275A12"
"09/10/2014, 15:55:20:633";"Trace";"Resolving parameter: file_name; with value: EP2_010295_20141009_155515_IE005802_A80200_0000SIF_00071_FILE_MainSIFSignOff.txt;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"41289389BA63459E9DB6A3BF01275A17"
"09/10/2014, 15:55:20:670";"Trace";"Get execution parameter: input_file_info_file_path; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"AF8EA01AFF124C73A1C2A3BF01275A20"
"09/10/2014, 15:55:20:684";"Trace";"Get execution parameter: input_file_info_reception_date; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"B7DA92DFD19948E1A537A3BF01275A25"
"09/10/2014, 15:55:20:696";"Trace";"Get execution parameter: input_file_info_file_size; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"07D7129BCA344AD3A137A3BF01275A29"
"09/10/2014, 15:55:20:706";"Trace";"Get execution parameter: input_file_info_file_status_id; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"64EBB7F97F004990B34CA3BF01275A2E"
"09/10/2014, 15:55:20:723";"Trace";"Get execution parameter: input_file_info_error; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"87ECEC8E44DD4B8783A5A3BF01275A33"
"09/10/2014, 15:55:20:738";"Trace";"Get execution parameter: input_file_info_ref_parent; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"475F707FBA544B8FBFB6A3BF01275A37"
"09/10/2014, 15:55:20:752";"Trace";"Get execution parameter: input_file_info_creation_date; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"C4BF6A4B02FE4549869BA3BF01275A3C"
"09/10/2014, 15:55:20:779";"Trace";"Get execution parameter: input_file_info_receive_folder; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"22CDFF67C553442190A0A3BF01275A41"
"09/10/2014, 15:55:20:803";"Trace";"Get execution parameter: input_file_info_report_folder; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"1D256C007F9242989B5DA3BF01275A4A"
"09/10/2014, 15:55:20:882";"Trace";"Set execution parameter: sif_lgp_queue_type; Value: SMALL";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"86E6778E984640579752A3BF01275A62"
"09/10/2014, 15:55:20:895";"Trace";"Resolving parameter: file_name; with value: EP2_010295_20141009_155515_IE005802_A80200_0000SIF_00071_FILE_MainSIFSignOff.txt;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"024854DA53D144BBA359A3BF01275A66"
"09/10/2014, 15:55:20:917";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{f243531d8b614cb9ac13fd3cc2cfcaeb};";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"2A031B6C10244DCFB3FDA3BF01275A6B"
"09/10/2014, 15:55:20:933";"Debug";"Calling send alert for generator Adp.Streamline.ProductionLine.Domain.InputFileInfoAdapterCommandEvent for 0 event(s) and 3 parameter(s)";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"A1B9DD1343E848DB8962A3BF01275A70"
"09/10/2014, 15:55:20:944";"Info";"End step 1 execution successfully";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"D458CABAE8A045738883A3BF01275A74"
"09/10/2014, 15:55:20:997";"Info";">> Begin execution step: C9D252D67D60455799CFA3BF01275711; with order: 2";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"7251E51A57434AEB81A2A3BF01275A82"
"09/10/2014, 15:55:21:009";"Debug";"Command: 5E067219AF814527B562701E791ED69E; Name: Log data in legacy UhraCliFileNc table";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"76E67A1B3847437AA8A5A3BF01275A87"
"09/10/2014, 15:55:21:017";"Debug";"Registering parameters for step C9D252D67D60455799CFA3BF01275711";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"5F4C8C322167454491D0A3BF01275A8C"
"09/10/2014, 15:55:21:028";"Trace";"Set default parameter: pipeline_id; with value: CCF90E27DBD04F509C995D876DA9C944";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"938175699E2743079D60A3BF01275A8C"
"09/10/2014, 15:55:21:040";"Trace";"Set default parameter: tid; with value: 010295";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"7081F21B557649AF8A50A3BF01275A90"
"09/10/2014, 15:55:21:068";"Trace";"Set default parameter: side; with value: Client";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"9CB10B67DBAA481BB628A3BF01275A9A"
"09/10/2014, 15:55:21:082";"Trace";"Set default parameter: file_id; with value: 9966B19FCCC64E108387BFD1C2876A4C";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"52773315F7B14F5D9812A3BF01275A9E"
"09/10/2014, 15:55:21:104";"Trace";"Set default parameter: file_path; with value: \\ind021\NPRSin\{f243531d8b614cb9ac13fd3cc2cfcaeb}";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"148652093D4B4B699E3EA3BF01275AA3"
"09/10/2014, 15:55:21:116";"Trace";"Set default parameter: file_name; with value: EP2_010295_20141009_155515_IE005802_A80200_0000SIF_00071_FILE_MainSIFSignOff.txt";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"E921744DD655424FA787A3BF01275AA8"
"09/10/2014, 15:55:21:135";"Trace";"Set default parameter: file_type_id; with value: SIF";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"C6BFBFF749904AB39C20A3BF01275AAD"
"09/10/2014, 15:55:21:148";"Trace";"Set default parameter: container_type_id; with value: FILE";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"1A9DB054CD6341B697EBA3BF01275AB1"
"09/10/2014, 15:55:21:163";"Trace";"Set default parameter: transmission_mode; with value: 1";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"FA718ABA1DED4799A67DA3BF01275AB6"
"09/10/2014, 15:55:21:196";"Trace";"Set parameter: cfnc_date; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"8710B81528A2489EA86DA3BF01275ABF"
"09/10/2014, 15:55:21:217";"Trace";"Set parameter: cfnc_time; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"32044D6AD5B14194A907A3BF01275AC4"
"09/10/2014, 15:55:21:243";"Trace";"Set parameter: cfnc_country; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"DF077A86DB314C8AB0FDA3BF01275ACD"
"09/10/2014, 15:55:21:257";"Trace";"Set parameter: cfnc_ftype; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"69C1D4A823C440F79292A3BF01275AD2"
"09/10/2014, 15:55:21:296";"Trace";"Set parameter: cfnc_extension; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"F50DC4ED183248849C0AA3BF01275ADB"
"09/10/2014, 15:55:21:326";"Trace";"Set parameter: cfnc_cuid; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"3DE380E237E644C48EB2A3BF01275AE5"
"09/10/2014, 15:55:21:352";"Trace";"Set parameter: cfnc_system; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"1E9E924000314C92B054A3BF01275AEE"
"09/10/2014, 15:55:21:380";"Trace";"Set parameter: cfnc_local_name; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"ABF5F450319744A49D7BA3BF01275AF8"
"09/10/2014, 15:55:21:405";"Trace";"Set parameter: cfnc_paygroup; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"22CB714C592B4DA2B51BA3BF01275AFC"
"09/10/2014, 15:55:21:426";"Trace";"Set parameter: cfnc_region; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"6F5C472957ED40F698BCA3BF01275B06"
"09/10/2014, 15:55:21:453";"Trace";"Set parameter: cfnc_pid; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"276E353E612242F9BDF2A3BF01275B0A"
"09/10/2014, 15:55:21:628";"Trace";"Set parameter: cfnc_lid; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"71EFE1E02BD242D1BEC0A3BF01275B43"
"09/10/2014, 15:55:21:652";"Trace";"Set parameter: cfnc_bpm_errors_id; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"157D8CE72F05463694D5A3BF01275B47"
"09/10/2014, 15:55:21:688";"Trace";"Set parameter: cfnc_barcode; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"2FF1CFA299264E8DB512A3BF01275B51"
"09/10/2014, 15:55:21:712";"Trace";"Set parameter: cfnc_sequence; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"ED28302E826044218EE8A3BF01275B5A"
"09/10/2014, 15:55:21:738";"Trace";"Set parameter: cfnc_sysnum; with value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"7AA7D73204D349C992B1A3BF01275B63"
"09/10/2014, 15:55:21:762";"Trace";"Resolving parameter: file_name; with value: EP2_010295_20141009_155515_IE005802_A80200_0000SIF_00071_FILE_MainSIFSignOff.txt;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"A5ED3CA91B364236A93AA3BF01275B68"
"09/10/2014, 15:55:21:784";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{f243531d8b614cb9ac13fd3cc2cfcaeb};";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"ACF0C7EA49C942A2B02BA3BF01275B71"
"09/10/2014, 15:55:21:792";"Trace";"Resolving parameter: file_type_id; with value: SIF;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"7BD55C5077724EAEA2CBA3BF01275B71"
"09/10/2014, 15:55:21:837";"Trace";"Get execution parameter: cfnc_sysnum; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"4D338689E8DE4AB79ABDA3BF01275B7F"
